DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BURITIRANA,Cerrado,,,,23.2,-5.59271,-46.95015
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BALSAS,Cerrado,,,,17.5,-7.33863,-46.14696
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,GRAJAÚ,Cerrado,,,,18.7,-6.19128,-45.70557
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,JENIPAPO DOS VIEIRAS,Cerrado,,,,24.3,-5.23453,-45.5529
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JARDIM,Amazônia,,,,18.9,-3.52712,-46.05714
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÍTIO NOVO,Cerrado,,,,13.2,-6.0206,-46.72386
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DO CARÚ,Amazônia,,,,49.6,-3.49777,-46.35083
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,,,,47.7,-5.28814,-44.89596
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,COLINAS,Cerrado,,,,24.0,-6.24163,-44.08093
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BALSAS,Cerrado,,,,10.0,-7.6728,-46.33596
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,,,,13.4,-4.81333,-46.86237
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DO CARÚ,Amazônia,,,,34.5,-3.50563,-46.33935
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,GOVERNADOR EDISON LOBÃO,Cerrado,,,,4.5,-5.69618,-47.39875
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,COLINAS,Cerrado,,,,20.8,-6.19776,-44.07466
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,24.2,-7.8587,-46.90681
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ALTO ALEGRE DO PINDARÉ,Amazônia,,,,10.9,-3.77547,-46.09217
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,TUNTUM,Cerrado,,,,20.5,-5.74533,-44.79396
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Amazônia,,,,11.2,-4.93651,-46.69748
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,NOVA COLINAS,Cerrado,,,,18.2,-7.30311,-46.27396
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JARDIM,Amazônia,,,,8.3,-3.60947,-45.86655
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ALTO ALEGRE DO MARANHÃO,Cerrado,,,,62.8,-4.17893,-44.47667
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ESTREITO,Cerrado,,,,6.7,-6.7063,-47.16985
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BURITICUPU,Amazônia,,,,6.8,-4.3826,-46.38535
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PAULO RAMOS,Cerrado,,,,18.6,-4.54437,-45.45803
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LORETO,Cerrado,,,,10.3,-7.19358,-45.13623
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Amazônia,,,,17.4,-5.26495,-46.73527
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,COELHO NETO,Cerrado,,,,209.8,-4.21282,-43.18812
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,20.8,-7.43952,-47.19191
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SANTA QUITÉRIA DO MARANHÃO,Cerrado,,,,33.7,-3.45712,-42.57172
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,21.5,-7.46953,-47.15107
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ITINGA DO MARANHÃO,Amazônia,,,,22.4,-4.11,-47.28953
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,RIACHÃO,Cerrado,,,,6.8,-7.35967,-46.65308
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,,,,50.8,-5.84099,-45.28405
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SUCUPIRA DO NORTE,Cerrado,,,,32.5,-6.46307,-44.38961
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,,,,7.7,-5.83935,-45.27329
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ESTREITO,Cerrado,,,,25.0,-6.69481,-47.1533
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,GRAJAÚ,Cerrado,,,,17.3,-6.00003,-46.01904
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PAULO RAMOS,Amazônia,,,,9.6,-4.4624,-45.46576
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DO PARAÍSO,Cerrado,,,,70.2,-6.24459,-46.67099
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FEIRA NOVA DO MARANHÃO,Cerrado,,,,116.6,-6.97051,-46.52119
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Amazônia,,,,18.6,-5.01578,-46.85762
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,,,,6.4,-4.73388,-46.76623
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,JENIPAPO DOS VIEIRAS,Cerrado,,,,20.0,-5.23615,-45.56359
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÍTIO NOVO,Cerrado,,,,9.4,-6.39302,-46.55089
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BURITICUPU,Amazônia,,,,38.2,-4.56646,-46.31553
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LORETO,Cerrado,,,,8.7,-7.16607,-45.08564
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO ROBERTO,Cerrado,,,,11.9,-4.96815,-45.01738
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Amazônia,,,,8.3,-4.86262,-46.88695
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ALTO ALEGRE DO MARANHÃO,Cerrado,,,,25.0,-4.26844,-44.30909
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,TURIAÇU,Amazônia,,,,10.3,-1.84473,-45.65874
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SAMBAÍBA,Cerrado,,,,30.6,-7.16544,-45.42397
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LAGO DA PEDRA,Cerrado,,,,11.6,-4.85678,-45.23355
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BALSAS,Cerrado,,,,126.1,-7.57785,-46.26178
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,RIACHÃO,Cerrado,,,,14.1,-7.56784,-47.11489
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Amazônia,,,,15.7,-4.86401,-46.89622
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,,,,7.0,-4.55906,-46.83345
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,RIACHÃO,Cerrado,,,,8.0,-7.62187,-46.67876
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DO CARÚ,Amazônia,,,,79.5,-3.49625,-46.34076
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO FÉLIX DE BALSAS,Cerrado,,,,16.7,-7.24101,-44.96848
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BALSAS,Cerrado,,,,11.4,-7.41607,-45.98212
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,IGARAPÉ GRANDE,Cerrado,,,,82.0,-4.48076,-44.84456
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,31.0,-7.45975,-47.20702
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,RIACHÃO,Cerrado,,,,17.6,-7.49859,-47.0318
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JARDIM,Amazônia,,,,20.8,-3.52388,-45.84145
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PAULO RAMOS,Cerrado,,,,201.9,-4.55409,-45.45639
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LAJEADO NOVO,Cerrado,,,,9.5,-6.16479,-46.82116
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FORTALEZA DOS NOGUEIRAS,Cerrado,,,,42.4,-7.03401,-46.08237
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,GOVERNADOR NUNES FREIRE,Amazônia,,,,17.0,-2.03716,-45.71157
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ALDEIAS ALTAS,Cerrado,,,,68.8,-4.3858,-43.33404
2025/10/25 18:15:00,AQUA_M-T,Brasil,MARANHÃO,LUÍS DOMINGUES,Amazônia,,,,33.8,-1.30463,-45.82293
2025/10/25 18:15:00,AQUA_M-T,Brasil,MARANHÃO,GODOFREDO VIANA,Amazônia,,,,32.4,-1.30291,-45.81143
