DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,CANTANHEDE,Cerrado,3.0,0.1,0.95,33.5,-3.69607,-44.19322
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,PINHEIRO,Amazônia,2.0,0.0,0.61,25.7,-2.73547,-45.23139
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,SANTA LUZIA,Amazônia,2.0,0.76,0.68,74.8,-3.99643,-45.79365
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,PALMEIRÂNDIA,Amazônia,3.0,0.0,0.99,30.6,-2.63473,-44.88011
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DO CARÚ,Amazônia,1.0,0.0,1.0,45.2,-3.4317,-46.32674
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,BARREIRINHAS,Cerrado,53.0,0.0,1.0,36.5,-2.94064,-43.07962
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,MONÇÃO,Amazônia,2.0,0.0,0.9,192.2,-3.58186,-45.19246
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,PAULINO NEVES,Cerrado,16.0,0.0,1.0,8.9,-2.94561,-42.62101
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,NINA RODRIGUES,Cerrado,5.0,0.0,1.0,31.0,-3.48303,-43.98121
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,ARAIOSES,Cerrado,36.0,0.0,1.0,11.1,-3.19819,-42.03035
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,NINA RODRIGUES,Cerrado,3.0,0.0,1.0,20.5,-3.43525,-43.96217
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,ARAIOSES,Cerrado,41.0,0.0,1.0,21.0,-3.18842,-42.03174
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,SANTA RITA,Amazônia,3.0,0.0,0.99,16.2,-3.23025,-44.1351
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,URBANO SANTOS,Cerrado,53.0,0.0,1.0,22.5,-3.16078,-43.32969
2025/10/24 17:37:00,AQUA_M-T,Brasil,MARANHÃO,MONÇÃO,Amazônia,2.0,0.0,0.98,79.1,-3.58336,-45.18558
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,7.9,-9.26021,-46.39161
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,41.2,-9.26156,-46.40063
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,27.3,-9.33876,-46.11072
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,12.6,-9.10727,-46.48326
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,18.8,-9.50842,-45.82795
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,21.7,-9.17829,-46.33543
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,19.5,-9.10858,-45.92994
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,42.5,-9.17965,-46.34457
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,18.0,-9.35097,-46.31527
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,30.4,-9.51888,-45.83596
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,10.3,-9.10861,-46.49231
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,11.3,-9.26484,-46.48351
2025/10/25 18:11:00,AQUA_M-T,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,,,,24.5,-9.20898,-46.3531
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO FÉLIX DE BALSAS,Cerrado,,,,11.0,-7.24266,-44.97907
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LAJEADO NOVO,Cerrado,,,,24.4,-6.16343,-46.81203
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LAJEADO NOVO,Cerrado,,,,16.7,-6.17239,-46.81071
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ZÉ DOCA,Amazônia,,,,30.7,-3.24231,-45.9468
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,COELHO NETO,Cerrado,,,,57.5,-4.1792,-43.12684
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FEIRA NOVA DO MARANHÃO,Cerrado,,,,13.6,-6.94766,-46.42979
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PAULO RAMOS,Amazônia,,,,220.3,-4.5319,-45.31178
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Amazônia,,,,8.1,-5.05392,-46.55774
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,,,,7.7,-4.54107,-46.71097
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,,,,62.3,-5.28791,-44.8896
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO RAIMUNDO DAS MANGABEIRAS,Cerrado,,,,7.6,-7.00243,-45.50365
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,COROATÁ,Cerrado,,,,41.6,-4.32816,-44.17113
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,,,,6.1,-4.54915,-46.70309
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,13.2,-7.42036,-47.36675
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FORTALEZA DOS NOGUEIRAS,Cerrado,,,,13.6,-6.79743,-46.11123
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,AÇAILÂNDIA,Amazônia,,,,8.9,-4.59448,-47.07465
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO FÉLIX DE BALSAS,Cerrado,,,,31.2,-6.92831,-44.88449
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CIDELÂNDIA,Amazônia,,,,10.9,-5.19738,-47.83553
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,,,,10.6,-4.55059,-46.71258
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DO CARÚ,Amazônia,,,,14.1,-3.50714,-46.34941
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,TUNTUM,Cerrado,,,,16.7,-5.74353,-44.78235
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BURITI BRAVO,Cerrado,,,,25.8,-5.77204,-43.88947
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,,,,12.5,-5.23259,-45.06284
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO FÉLIX DE BALSAS,Cerrado,,,,14.0,-6.94673,-44.86459
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FEIRA NOVA DO MARANHÃO,Cerrado,,,,20.2,-6.94625,-46.42039
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LAGOA GRANDE DO MARANHÃO,Cerrado,,,,11.4,-5.01609,-45.26547
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,GRAJAÚ,Cerrado,,,,20.7,-6.19282,-45.71574
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DO PARAÍSO,Cerrado,,,,9.7,-6.2356,-46.67235
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,,,,9.5,-5.28631,-44.88427
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Cerrado,,,,42.2,-5.53675,-46.51567
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO FÉLIX DE BALSAS,Cerrado,,,,20.5,-7.25233,-44.97753
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DOS PATOS,Cerrado,,,,29.5,-6.5327,-43.57422
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,15.6,-7.14036,-47.04675
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FORTALEZA DOS NOGUEIRAS,Cerrado,,,,53.9,-7.03261,-46.07298
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,MIRADOR,Cerrado,,,,11.4,-6.34488,-44.95555
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAXIAS,Cerrado,,,,133.4,-4.89967,-43.23271
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,IGARAPÉ DO MEIO,Amazônia,,,,43.6,-3.6652,-45.0865
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÍTIO NOVO,Cerrado,,,,18.5,-5.97641,-46.54969
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ALTO ALEGRE DO PINDARÉ,Amazônia,,,,8.1,-3.777,-46.10246
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PAULO RAMOS,Amazônia,,,,379.8,-4.47623,-45.29251
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,RIACHÃO,Cerrado,,,,9.9,-7.56916,-47.12378
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CIDELÂNDIA,Amazônia,,,,6.2,-5.19867,-47.84433
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,6.9,-7.46856,-47.20568
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FEIRA NOVA DO MARANHÃO,Cerrado,,,,66.5,-7.02379,-46.75663
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO FÉLIX DE BALSAS,Cerrado,,,,68.6,-6.94452,-44.85913
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CODÓ,Cerrado,,,,179.5,-4.23535,-43.48017
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,11.1,-7.44248,-47.27302
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JARDIM,Amazônia,,,,20.9,-3.52553,-46.04672
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ALDEIAS ALTAS,Cerrado,,,,51.6,-4.24739,-43.40853
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,MIRADOR,Cerrado,,,,14.0,-6.60055,-44.689
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FEIRA NOVA DO MARANHÃO,Cerrado,,,,170.3,-6.96913,-46.51192
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,NOVA COLINAS,Cerrado,,,,12.7,-7.1334,-46.31274
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÍTIO NOVO,Cerrado,,,,53.1,-6.38401,-46.55227
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PAULO RAMOS,Amazônia,,,,120.4,-4.4861,-45.29097
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BALSAS,Cerrado,,,,79.0,-7.57926,-46.27117
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÍTIO NOVO,Cerrado,,,,27.3,-6.38261,-46.54299
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JARDIM,Amazônia,,,,10.3,-3.51584,-45.8536
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Amazônia,,,,13.2,-5.08813,-46.7263
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,,,,14.9,-4.73249,-46.75676
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,RIACHÃO,Cerrado,,,,14.3,-7.36238,-46.67128
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PAULO RAMOS,Amazônia,,,,10.4,-4.52033,-45.30213
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SAMBAÍBA,Cerrado,,,,16.8,-7.20491,-45.36506
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,RIACHÃO,Cerrado,,,,79.5,-7.36103,-46.66219
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PERITORÓ,Cerrado,,,,15.8,-4.27177,-44.30278
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO FÉLIX DE BALSAS,Cerrado,,,,12.3,-6.98417,-44.84733
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ALTO ALEGRE DO PINDARÉ,Amazônia,,,,8.0,-3.67685,-45.76194
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,IGARAPÉ DO MEIO,Amazônia,,,,23.2,-3.66703,-45.0984
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BARÃO DE GRAJAÚ,Cerrado,,,,16.2,-6.5243,-43.30057
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO FÉLIX DE BALSAS,Cerrado,,,,26.2,-7.25069,-44.96695
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ITINGA DO MARANHÃO,Amazônia,,,,5.8,-4.62033,-47.31288
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,7.0,-7.46823,-47.14218
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Amazônia,,,,11.9,-5.05253,-46.54831
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ESTREITO,Cerrado,,,,31.4,-6.87733,-47.07698
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO RAIMUNDO DAS MANGABEIRAS,Cerrado,,,,26.8,-6.80361,-45.4107
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,RIACHÃO,Cerrado,,,,9.1,-7.52945,-46.73561
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,VITORINO FREIRE,Amazônia,,,,30.4,-4.26104,-45.29149
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JARDIM,Amazônia,,,,16.3,-3.51331,-46.066
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SANTA LUZIA,Amazônia,,,,27.0,-4.62621,-46.03471
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ESPERANTINÓPOLIS,Cerrado,,,,7.7,-4.84902,-44.83762
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PASTOS BONS,Cerrado,,,,23.0,-6.55489,-43.92763
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DO PARAÍSO,Cerrado,,,,18.4,-6.23699,-46.68159
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,75.5,-7.13904,-47.03782
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CODÓ,Cerrado,,,,330.0,-4.23429,-43.47364
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÍTIO NOVO,Cerrado,,,,59.2,-6.39442,-46.56017
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PAULO RAMOS,Amazônia,,,,185.4,-4.5302,-45.30064
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BURITI BRAVO,Cerrado,,,,16.3,-5.77,-43.87599
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,,,,7.8,-4.81349,-46.73819
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,IGARAPÉ GRANDE,Cerrado,,,,10.9,-4.47892,-44.83253
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM LUGAR,Amazônia,,,,15.5,-4.463,-45.0001
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LAJEADO NOVO,Cerrado,,,,35.3,-6.09002,-46.99641
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,TASSO FRAGOSO,Cerrado,,,,9.1,-7.93983,-45.6554
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,,,,21.5,-5.31737,-45.22237
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ITINGA DO MARANHÃO,Amazônia,,,,25.3,-4.11895,-47.28824
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,COROATÁ,Cerrado,,,,129.4,-4.32611,-44.15755
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,,,,37.3,-4.73664,-46.72069
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BALSAS,Cerrado,,,,15.0,-7.34771,-46.14552
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÍTIO NOVO,Cerrado,,,,10.2,-5.83607,-46.59578
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SAMBAÍBA,Cerrado,,,,9.5,-7.1308,-45.38718
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BURITICUPU,Amazônia,,,,13.1,-4.45398,-46.43928
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO RAIMUNDO DAS MANGABEIRAS,Cerrado,,,,19.2,-6.80517,-45.42101
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,GRAJAÚ,Cerrado,,,,14.8,-5.92086,-45.68158
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FEIRA NOVA DO MARANHÃO,Cerrado,,,,32.7,-7.01487,-46.758
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ALTAMIRA DO MARANHÃO,Amazônia,,,,49.7,-4.23886,-45.55093
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,COLINAS,Cerrado,,,,36.9,-6.23963,-44.06789
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FEIRA NOVA DO MARANHÃO,Cerrado,,,,22.6,-7.12934,-46.65374
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,GRAJAÚ,Cerrado,,,,25.4,-6.00151,-46.02896
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO FÉLIX DE BALSAS,Cerrado,,,,9.8,-7.37207,-45.03088
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ALTAMIRA DO MARANHÃO,Amazônia,,,,207.6,-4.22911,-45.55238
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LAGO DO JUNCO,Cerrado,,,,15.4,-4.49095,-44.843
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ALTAMIRA DO MARANHÃO,Amazônia,,,,144.3,-4.22746,-45.54143
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,,,,16.2,-4.47672,-46.77847
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,RIACHÃO,Cerrado,,,,14.7,-7.52056,-46.73696
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FORTUNA,Cerrado,,,,18.8,-5.64073,-43.91538
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,TASSO FRAGOSO,Cerrado,,,,14.0,-7.88352,-45.71127
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,7.7,-7.01707,-47.34132
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAXIAS,Cerrado,,,,141.3,-4.91113,-43.23088
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,30.2,-7.13771,-47.02887
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,COROATÁ,Cerrado,,,,20.9,-3.86531,-44.00392
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO RAIMUNDO DAS MANGABEIRAS,Cerrado,,,,14.6,-7.04375,-45.7141
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PAULO RAMOS,Cerrado,,,,55.5,-4.55239,-45.4453
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BARÃO DE GRAJAÚ,Cerrado,,,,29.2,-6.52646,-43.30961
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÍTIO NOVO,Cerrado,,,,10.5,-6.52556,-46.51537
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,MIRADOR,Cerrado,,,,77.1,-6.59032,-45.77473
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ARAME,Amazônia,,,,36.1,-5.11314,-46.15978
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CODÓ,Cerrado,,,,9.9,-4.67572,-44.17495
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,COELHO NETO,Cerrado,,,,18.8,-4.18302,-43.13317
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO RAIMUNDO DAS MANGABEIRAS,Cerrado,,,,10.2,-7.04525,-45.72411
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FORMOSA DA SERRA NEGRA,Cerrado,,,,7.7,-6.44688,-46.42206
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,GRAJAÚ,Cerrado,,,,76.7,-5.9224,-45.69179
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO FÉLIX DE BALSAS,Cerrado,,,,27.3,-6.93472,-44.86065
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CODÓ,Cerrado,,,,156.3,-4.23306,-43.46501
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,,,,9.9,-4.80645,-46.81591
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,18.4,-7.21973,-46.95489
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DO CARÚ,Amazônia,,,,9.3,-3.53484,-46.40684
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ALDEIAS ALTAS,Cerrado,,,,26.4,-4.68229,-43.24714
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LORETO,Cerrado,,,,9.4,-7.19799,-45.03678
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÍTIO NOVO,Cerrado,,,,8.8,-5.8196,-46.73812
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÍTIO NOVO,Cerrado,,,,9.4,-5.84511,-46.59441
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,,,,189.3,-5.29814,-44.89436
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,COROATÁ,Cerrado,,,,42.4,-3.86812,-44.01226
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BACABAL,Cerrado,,,,12.2,-4.20954,-44.67953
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CHAPADINHA,Cerrado,,,,64.2,-4.20557,-43.43761
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SAMBAÍBA,Cerrado,,,,22.7,-7.6801,-45.45955
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,,,,7.9,-4.73805,-46.73007
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LAJEADO NOVO,Cerrado,,,,11.6,-6.09893,-46.99508
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,12.3,-7.28437,-47.45365
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PAULO RAMOS,Amazônia,,,,19.8,-4.52205,-45.31326
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DO PARAÍSO,Cerrado,,,,108.8,-6.24598,-46.68029
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,AMARANTE DO MARANHÃO,Cerrado,,,,34.9,-5.53532,-46.50623
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JARDIM,Amazônia,,,,26.5,-3.51423,-45.84291
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FORMOSA DA SERRA NEGRA,Cerrado,,,,23.3,-6.6383,-46.15733
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,MIRADOR,Cerrado,,,,96.8,-6.27901,-44.39351
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,,,,14.8,-5.25241,-45.05976
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,GRAJAÚ,Cerrado,,,,14.4,-5.97029,-45.53078
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,ESTREITO,Cerrado,,,,8.1,-6.87865,-47.08591
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JARDIM,Amazônia,,,,28.1,-4.17061,-46.7036
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,SÍTIO NOVO,Cerrado,,,,8.9,-6.47564,-46.55144
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,FEIRA NOVA DO MARANHÃO,Cerrado,,,,23.5,-7.13072,-46.6629
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,CAROLINA,Cerrado,,,,12.2,-7.4382,-47.18302
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LORETO,Cerrado,,,,15.2,-7.58495,-45.40185
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,BOM JARDIM,Amazônia,,,,35.8,-4.16146,-46.70498
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,LAGO DOS RODRIGUES,Cerrado,,,,19.1,-4.59411,-44.91933
2025/10/25 18:13:00,AQUA_M-T,Brasil,MARANHÃO,PARNARAMA,Cerrado,,,,104.0,-5.90927,-43.27009
